"Name","Size","State","Sector","Urbanization","Total Enrollment","Percent Admitted (Total)","Graduation Rate","Tuition","Total Price (In-State)","Total Price (Out-of-State)"
"Missouri State University-Springfield",35000,"Missouri","Public- 4-year or above","City: Midsize",20276,83,55,6598,17820,23640
"Washington University in St Louis",15000,"Missouri","Private not-for-profit- 4-year or above","Suburb: Large",13908,17,93,41992,58901,58901
"William Woods University",2500,"Missouri","Private not-for-profit- 4-year or above","Town: Distant",1997,80,50,19000,32700,32700
"Montana State University-Billings",8000,"Montana","Public- 4-year or above","City: Midsize",5274,99,50,5470,16640,27131
"The University of Montana",15000,"Montana","Public- 4-year or above","City: Small",15669,94,47,5722,18172,32550
"Montana State University-Northern",2500,"Montana","Public- 4-year or above","Town: Remote",1273,64,30,5480,17680,28550
"The University of Montana-Western",2500,"Montana","Public- 4-year or above","Town: Remote",1379,,32,3947,14736,24568
"Bellevue University",15000,"Nebraska","Private not-for-profit- 4-year or above","Suburb: Large",10304,,37,6540,,
"Clarkson College",2500,"Nebraska","Private not-for-profit- 4-year or above","City: Large",1114,32,59,12198,24578,24578
"The Art Institute of Las Vegas",2500,"Nevada","Private for-profit- 4-year or above","Suburb: Large",1232,48,30,17616,33039,33039
"Sierra Nevada College",2500,"Nevada","Private not-for-profit- 4-year or above","Town: Distant",1025,58,37,25370,41300,41300
"Daniel Webster College",750,"New Hampshire","Private for-profit- 4-year or above","City: Small",667,66,43,15020,29810,29810
"Dartmouth College",8000,"New Hampshire","Private not-for-profit- 4-year or above","Town: Remote",6144,12,95,42996,58638,58638
"Franklin Pierce University",2500,"New Hampshire","Private not-for-profit- 4-year or above","Rural: Fringe",2280,93,49,29450,43270,43270
"University of New Hampshire-Main Campus",15000,"New Hampshire","Public- 4-year or above","Suburb: Small",15128,74,76,15250,28500,41820
"Keene State College",8000,"New Hampshire","Public- 4-year or above","Town: Distant",5255,75,58,11800,23260,30720
"Rivier College",2500,"New Hampshire","Private not-for-profit- 4-year or above","City: Small",2242,81,37,25885,38883,38883
"Saint Anselm College",2500,"New Hampshire","Private not-for-profit- 4-year or above","Suburb: Midsize",1899,71,73,32540,46970,46970
"Granite State College",2500,"New Hampshire","Public- 4-year or above","Town: Distant",1919,,17,6810,,
"Chester College of New England",750,"New Hampshire","Private not-for-profit- 4-year or above","Rural: Fringe",144,,96,19730,31216,31216
"Berkeley College-Woodland Park",2500,"New Jersey","Private for-profit- 4-year or above","Suburb: Large",3363,,38,21750,38760,38760
"DeVry University-New Jersey",2500,"New Jersey","Private for-profit- 4-year or above","Suburb: Large",2028,93,32,15188,,
"Fairleigh Dickinson University-College at Florham",2500,"New Jersey","Private not-for-profit- 4-year or above","Suburb: Large",3082,70,55,35002,50272,50272
"Georgian Court University",2500,"New Jersey","Private not-for-profit- 4-year or above","Suburb: Large",2555,66,52,27984,41784,41784
"Rowan University",15000,"New Jersey","Public- 4-year or above","Suburb: Large",11786,56,68,12019,26071,33651
"University of New Mexico-Main Campus",35000,"New Mexico","Public- 4-year or above","City: Large",28977,66,45,5809,18407,32517
"Santa Fe University of Art and Design",750,"New Mexico","Private for-profit- 4-year or above","City: Small",485,33,48,30388,42554,42554
"University of the Southwest",750,"New Mexico","Private not-for-profit- 4-year or above","Rural: Fringe",630,,18,13608,23838,23838
"Adelphi University",8000,"New York","Private not-for-profit- 4-year or above","Suburb: Large",7922,69,66,28460,43860,43860
"Albany College of Pharmacy and Health Sciences",2500,"New York","Private not-for-profit- 4-year or above","City: Small",1641,64,68,26380,39868,39868
"Alfred University",2500,"New York","Private not-for-profit- 4-year or above","Town: Remote",2393,72,60,26884,41082,41082
"Berkeley College-New York",8000,"New York","Private for-profit- 4-year or above","City: Large",5358,,33,21750,38760,38760
"Beth Hatalmud Rabbinical College",750,"New York","Private not-for-profit- 4-year or above","City: Large",43,100,4,6700,,
"Beth Hamedrash Shaarei Yosher Institute",750,"New York","Private not-for-profit- 4-year or above","City: Large",52,100,10,6600,13700,13700
"Canisius College",8000,"New York","Private not-for-profit- 4-year or above","City: Large",5152,75,67,30713,43903,43903
"Cazenovia College",2500,"New York","Private not-for-profit- 4-year or above","Town: Fringe",1043,70,49,26736,40206,40206
"Central Yeshiva Tomchei Tmimim Lubavitz",750,"New York","Private not-for-profit- 4-year or above","City: Large",731,100,25,6200,12700,12700
"Cooper Union for the Advancement of Science and Art",750,"New York","Private not-for-profit- 4-year or above","City: Large",988,8,74,39150,56545,56545
"Cornell University",35000,"New York","Private not-for-profit- 4-year or above","City: Small",21131,18,93,41541,57125,57125
"CUNY Bernard M Baruch College",15000,"New York","Public- 4-year or above","City: Large",18055,23,63,5550,25308,31218
"CUNY College of Staten Island",15000,"New York","Public- 4-year or above","City: Large",14199,90,27,5508,,
"CUNY City College",15000,"New York","Public- 4-year or above","City: Large",16005,30,40,5459,24641,30551
"CUNY Graduate School and University Center",8000,"New York","Public- 4-year or above","City: Large",6782,100,,5360,,
"CUNY Queens College",35000,"New York","Public- 4-year or above","City: Large",20993,30,53,5607,23449,29359
"D'Youville College",2500,"New York","Private not-for-profit- 4-year or above","City: Large",3145,87,41,21760,35660,35660
"Daemen College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",3005,60,44,22310,34910,34910
"Dominican College of Blauvelt",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",2058,71,42,22940,37420,37420
"Dowling College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",4387,82,39,25908,39600,39600
"Five Towns College",750,"New York","Private for-profit- 4-year or above","Suburb: Large",993,61,31,19570,36770,36770
"Hamilton College",2500,"New York","Private not-for-profit- 4-year or above","Rural: Fringe",1864,27,89,42640,55270,55270
"Hilbert College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",1117,69,41,18940,28810,28810
"Hofstra University",15000,"New York","Private not-for-profit- 4-year or above","Suburb: Large",11404,59,58,34150,50146,50146
"The Juilliard School",750,"New York","Private not-for-profit- 4-year or above","City: Large",969,6,93,33630,50672,50672
"Kehilath Yakov Rabbinical Seminary",750,"New York","Private not-for-profit- 4-year or above","Rural: Fringe",110,,76,6200,9500,9500
"Kol Yaakov Torah Center",750,"New York","Private not-for-profit- 4-year or above","Suburb: Large",22,100,0,6500,14500,14500
"Long Island University-Brooklyn Campus",8000,"New York","Private not-for-profit- 4-year or above","City: Large",8633,84,32,31606,46426,46426
"Long Island University-C W Post Campus",15000,"New York","Private not-for-profit- 4-year or above","Suburb: Large",11287,81,43,31646,46840,46840
"Manhattan College",2500,"New York","Private not-for-profit- 4-year or above","City: Large",3657,,72,29700,44220,44220
"Medaille College",2500,"New York","Private not-for-profit- 4-year or above","City: Large",2680,68,51,21598,36042,36042
"Mesivta Torah Vodaath Rabbinical Seminary",750,"New York","Private not-for-profit- 4-year or above","City: Large",198,93,28,9050,16950,16950
"Mirrer Yeshiva Cent Institute",750,"New York","Private not-for-profit- 4-year or above","City: Large",274,,6,4700,11700,11700
"Molloy College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",4434,63,65,23300,41520,41520
"Nazareth College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",3102,70,74,27422,40766,40766
"Niagara University",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",4158,76,65,26400,39900,39900
"New York Institute of Technology",8000,"New York","Private not-for-profit- 4-year or above","Suburb: Large",8306,69,48,27290,44280,44280
"New York School of Interior Design",750,"New York","Private not-for-profit- 4-year or above","City: Large",699,32,82,19774,45774,45774
"Davis College",750,"New York","Private not-for-profit- 4-year or above","Suburb: Midsize",329,40,26,11990,22088,22088
"Pratt Institute-Main",2500,"New York","Private not-for-profit- 4-year or above","City: Large",4724,65,62,38980,53990,53990
"Rabbinical Academy Mesivta Rabbi Chaim Berlin",750,"New York","Private not-for-profit- 4-year or above","City: Large",247,100,67,10850,17850,17850
"Rabbinical College Bobover Yeshiva Bnei Zion",750,"New York","Private not-for-profit- 4-year or above","City: Large",311,,55,8960,16260,16260
"Rabbinical College of Ch'san Sofer New York",750,"New York","Private not-for-profit- 4-year or above","City: Large",46,40,60,8000,,
"Rabbinical Seminary M'kor Chaim",750,"New York","Private not-for-profit- 4-year or above","City: Large",39,100,8,6200,13650,13650
"Rabbinical Seminary of America",750,"New York","Private not-for-profit- 4-year or above","City: Large",498,,55,8000,17300,17300
"Rensselaer Polytechnic Institute",8000,"New York","Private not-for-profit- 4-year or above","City: Small",6538,40,84,42704,57179,57179
"Roberts Wesleyan College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",1823,51,65,25322,38116,38116
"University of Rochester",15000,"New York","Private not-for-profit- 4-year or above","City: Midsize",10290,36,83,41826,56760,56760
"Saint Bonaventure University",2500,"New York","Private not-for-profit- 4-year or above","Town: Remote",2450,80,63,27890,40287,40287
"St. Francis College",2500,"New York","Private not-for-profit- 4-year or above","City: Large",2744,70,50,18100,33450,33450
"St Lawrence University",2500,"New York","Private not-for-profit- 4-year or above","Town: Remote",2457,43,80,42735,55390,55390
"Sarah Lawrence College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",1744,62,70,45212,60116,60116
"Siena College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",3342,48,74,29295,43874,43874
"Saint John Fisher College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",3977,66,73,26260,38570,38570
"SUNY at Albany",15000,"New York","Public- 4-year or above","City: Small",17114,47,64,7172,20762,28872
"University at Buffalo",35000,"New York","Public- 4-year or above","Suburb: Large",28849,51,71,7482,21151,30601
"Stony Brook University",35000,"New York","Public- 4-year or above","Suburb: Large",23920,39,67,6994,20336,29786
"SUNY College of Environmental Science and Forestry",2500,"New York","Public- 4-year or above","City: Midsize",2680,47,66,6269,22597,31469
"SUNY Institute of Technology at Utica-Rome",2500,"New York","Public- 4-year or above","Rural: Fringe",2516,38,47,6439,18991,28041
"SUNY College at Cortland",8000,"New York","Public- 4-year or above","Rural: Fringe",7331,41,67,6574,21206,30256
"SUNY at Fredonia",8000,"New York","Public- 4-year or above","Town: Distant",5720,50,63,6688,20218,29268
"SUNY College at Oswego",8000,"New York","Public- 4-year or above","Town: Distant",8216,48,57,6510,21020,30070
"SUNY College at Potsdam",2500,"New York","Public- 4-year or above","Town: Remote",4395,63,51,6506,19521,28571
"SUNY College at Old Westbury",2500,"New York","Public- 4-year or above","Suburb: Large",4459,45,35,6324,18984,28874
"SUNY College at Plattsburgh",8000,"New York","Public- 4-year or above","Town: Distant",6350,48,59,6502,19116,28166
"SUNY Empire State College",15000,"New York","Public- 4-year or above","Suburb: Small",11827,82,28,5545,,
"Touro College",15000,"New York","Private not-for-profit- 4-year or above","City: Large",14530,56,34,14550,27100,27100
"United States Merchant Marine Academy",2500,"New York","Public- 4-year or above","Suburb: Large",1034,,80,0,7740,7740
"United States Military Academy",2500,"New York","Public- 4-year or above","Suburb: Large",4624,11,83,0,0,0
"Utica College",2500,"New York","Private not-for-profit- 4-year or above","City: Small",3704,78,44,29996,45236,45236
"Vassar College",2500,"New York","Private not-for-profit- 4-year or above","Suburb: Large",2386,23,91,44705,57385,57385
"School of Visual Arts",2500,"New York","Private for-profit- 4-year or above","City: Large",4296,74,70,29500,52650,52650
"Wagner College",2500,"New York","Private not-for-profit- 4-year or above","City: Large",2237,71,67,35820,49330,49330
"Yeshiva of Nitra Rabbinical College",750,"New York","Private not-for-profit- 4-year or above","Suburb: Large",235,,16,7300,14300,14300
"Yeshiva Shaar Hatorah",750,"New York","Private not-for-profit- 4-year or above","City: Large",94,80,91,13650,15850,15850
"Yeshivath Viznitz",750,"New York","Private not-for-profit- 4-year or above","Suburb: Large",574,100,58,6400,12200,12200
"Appalachian State University",15000,"North Carolina","Public- 4-year or above","Town: Distant",17344,68,65,5538,15948,27996
"Belmont Abbey College",2500,"North Carolina","Private not-for-profit- 4-year or above","Suburb: Midsize",1711,64,38,26182,40776,40776
"Brevard College",750,"North Carolina","Private not-for-profit- 4-year or above","Town: Distant",627,56,35,22860,33810,33810
"Campbell University",8000,"North Carolina","Private not-for-profit- 4-year or above","Rural: Distant",6182,67,55,24720,39960,39960
"Catawba College",2500,"North Carolina","Private not-for-profit- 4-year or above","Town: Distant",1330,42,54,25160,37860,37860
"Davidson College",2500,"North Carolina","Private not-for-profit- 4-year or above","Suburb: Large",1755,25,92,38866,52498,52498
"Duke University",15000,"North Carolina","Private not-for-profit- 4-year or above","City: Midsize",15427,16,94,41938,57325,57325
"East Carolina University",35000,"North Carolina","Public- 4-year or above","City: Small",27386,70,59,5364,18828,31407
"Elizabeth City State University",2500,"North Carolina","Public- 4-year or above","Town: Distant",2930,71,44,3814,11071,20814
"Elon University",8000,"North Carolina","Private not-for-profit- 4-year or above","Suburb: Small",5916,58,82,27881,40471,40471
"Guilford College",2500,"North Carolina","Private not-for-profit- 4-year or above","City: Large",2739,64,60,30430,42585,42585
"Heritage Bible College",750,"North Carolina","Private not-for-profit- 4-year or above","Rural: Fringe",71,,29,7140,15440,15440
"Johnson C Smith University",2500,"North Carolina","Private not-for-profit- 4-year or above","City: Large",1543,29,37,17368,29330,29330
"Lees-McRae College",750,"North Carolina","Private not-for-profit- 4-year or above","Rural: Distant",890,64,24,22564,35118,35118
"Livingstone College",2500,"North Carolina","Private not-for-profit- 4-year or above","Town: Distant",1140,54,28,15408,25050,25050
"Mars Hill College",2500,"North Carolina","Private not-for-profit- 4-year or above","Rural: Fringe",1295,68,38,23318,35316,35316
"Methodist University",2500,"North Carolina","Private not-for-profit- 4-year or above","City: Midsize",2476,62,37,25550,43915,43915
"Montreat College",750,"North Carolina","Private not-for-profit- 4-year or above","Suburb: Midsize",785,51,44,23198,34844,34844
"Mount Olive College",2500,"North Carolina","Private not-for-profit- 4-year or above","Town: Fringe",3825,62,42,16300,26750,26750
"University of North Carolina at Asheville",2500,"North Carolina","Public- 4-year or above","City: Small",3863,77,61,5393,16810,30442
"University of North Carolina at Chapel Hill",35000,"North Carolina","Public- 4-year or above","City: Small",29137,34,89,7009,21315,41140
"University of North Carolina at Greensboro",15000,"North Carolina","Public- 4-year or above","City: Large",18627,65,53,5765,17904,30429
"North Carolina Central University",8000,"North Carolina","Public- 4-year or above","City: Midsize",8359,61,38,4801,16953,27526
"North Carolina Wesleyan College",2500,"North Carolina","Private not-for-profit- 4-year or above","City: Small",1402,63,22,24890,35570,35570
"University of North Carolina at Wilmington",15000,"North Carolina","Public- 4-year or above","City: Midsize",13145,57,67,5672,17332,29153
"William Peace University",750,"North Carolina","Private not-for-profit- 4-year or above","City: Large",868,53,36,25886,39966,39966
"University of North Carolina at Pembroke",8000,"North Carolina","Public- 4-year or above","Town: Distant",6251,75,34,4643,15458,24665
"Pfeiffer University",2500,"North Carolina","Private not-for-profit- 4-year or above","Rural: Distant",2020,59,45,21625,33991,33991
"Piedmont International University",750,"North Carolina","Private not-for-profit- 4-year or above","City: Midsize",380,,55,11220,22205,22205
"Queens University of Charlotte",2500,"North Carolina","Private not-for-profit- 4-year or above","City: Large",2491,74,60,25356,38724,38724
"Mid-Atlantic Christian University",750,"North Carolina","Private not-for-profit- 4-year or above","Town: Distant",165,39,37,11200,23450,23450
"Salem College",2500,"North Carolina","Private not-for-profit- 4-year or above","City: Midsize",1130,60,53,22720,39524,39524
"St. Andrews University",750,"North Carolina","Private not-for-profit- 4-year or above","Town: Distant",458,,43,21614,36400,36400
"Wake Forest University",8000,"North Carolina","Private not-for-profit- 4-year or above","City: Midsize",7351,40,88,41576,56236,56236
"Warren Wilson College",750,"North Carolina","Private not-for-profit- 4-year or above","Suburb: Midsize",983,93,45,26675,39302,39302
"Wingate University",2500,"North Carolina","Private not-for-profit- 4-year or above","Town: Fringe",2531,81,53,22180,33700,33700
"Winston-Salem State University",8000,"North Carolina","Public- 4-year or above","City: Midsize",6163,62,41,4584,15933,25046
"Western Carolina University",8000,"North Carolina","Public- 4-year or above","Town: Distant",9352,39,50,5387,16747,26344
"Dickinson State University",2500,"North Dakota","Public- 4-year or above","Town: Remote",1641,66,41,5608,14958,22328
"Jamestown College",750,"North Dakota","Private not-for-profit- 4-year or above","Town: Remote",944,63,45,17270,26770,26770
"University of Mary",2500,"North Dakota","Private not-for-profit- 4-year or above","Rural: Fringe",3134,75,52,13424,22104,22104
"Minot State University",2500,"North Dakota","Public- 4-year or above","Town: Remote",3666,58,33,5763,16527,16527
"University of North Dakota",15000,"North Dakota","Public- 4-year or above","City: Small",14697,70,54,7092,20892,30567
"Valley City State University",2500,"North Dakota","Public- 4-year or above","Town: Remote",1384,87,42,6197,15791,23578
"University of Akron Main Campus",35000,"Ohio","Public- 4-year or above","City: Midsize",27470,,40,9545,22551,30474
"Art Academy of Cincinnati",750,"Ohio","Private not-for-profit- 4-year or above","City: Large",242,37,44,23530,33630,33630
"Ashland University",8000,"Ohio","Private not-for-profit- 4-year or above","Town: Fringe",5901,72,61,28582,41429,41429
"Baldwin-Wallace College",2500,"Ohio","Private not-for-profit- 4-year or above","Suburb: Large",4168,63,70,26396,37776,37776
"Bowling Green State University-Main Campus",15000,"Ohio","Public- 4-year or above","Town: Distant",17577,76,58,10164,22342,29650
"Capital University",2500,"Ohio","Private not-for-profit- 4-year or above","Suburb: Large",3550,76,61,30450,43120,43120
"Case Western Reserve University",8000,"Ohio","Private not-for-profit- 4-year or above","City: Large",9636,51,78,39120,54133,54133
"Cedarville University",2500,"Ohio","Private not-for-profit- 4-year or above","Town: Fringe",3296,75,68,24400,32558,32558
"Central State University",2500,"Ohio","Public- 4-year or above","Rural: Fringe",2503,32,24,5672,16856,23832
"University of Cincinnati-Main Campus",35000,"Ohio","Public- 4-year or above","City: Large",33329,65,50,10419,26828,41351
"Cleveland Institute of Art",750,"Ohio","Private not-for-profit- 4-year or above","City: Large",546,71,58,33882,50697,50697
"Cleveland State University",15000,"Ohio","Public- 4-year or above","City: Large",17229,47,30,9002,25944,28966
"University of Dayton",15000,"Ohio","Private not-for-profit- 4-year or above","City: Midsize",11045,75,74,31640,44090,44090
"Denison University",2500,"Ohio","Private not-for-profit- 4-year or above","Rural: Fringe",2288,48,79,40210,52020,52020
"DeVry University-Ohio",2500,"Ohio","Private for-profit- 4-year or above","City: Large",4060,90,36,15188,,
"Heidelberg University",2500,"Ohio","Private not-for-profit- 4-year or above","Town: Distant",1308,,55,23670,35644,35644
"Hiram College",2500,"Ohio","Private not-for-profit- 4-year or above","Rural: Distant",1359,63,66,28950,41405,41405
"John Carroll University",2500,"Ohio","Private not-for-profit- 4-year or above","Suburb: Large",3709,84,71,31710,44650,44650
"Kent State University at Kent",35000,"Ohio","Public- 4-year or above","Suburb: Large",27855,89,50,9346,24120,32080
"Lake Erie College",2500,"Ohio","Private not-for-profit- 4-year or above","Suburb: Large",1147,89,53,26550,39122,39122
"Lourdes University",2500,"Ohio","Private not-for-profit- 4-year or above","Suburb: Large",2487,,31,13176,25970,25970
"University of Toledo",35000,"Ohio","Public- 4-year or above","City: Large",22610,,45,8788,22541,31661
"Union Institute & University",2500,"Ohio","Private not-for-profit- 4-year or above","City: Large",1650,,9,11472,,
"Urbana University",2500,"Ohio","Private not-for-profit- 4-year or above","Town: Distant",1271,,30,21566,31396,31396
"Walsh University",2500,"Ohio","Private not-for-profit- 4-year or above","Suburb: Large",2913,77,60,23765,35453,35453
"Wilberforce University",750,"Ohio","Private not-for-profit- 4-year or above","Rural: Fringe",608,92,30,12470,22770,22770
"Wittenberg University",2500,"Ohio","Private not-for-profit- 4-year or above","City: Small",1910,73,71,36434,49228,49228
"Xavier University",8000,"Ohio","Private not-for-profit- 4-year or above","City: Large",6945,70,77,31160,43880,43880
"Bacone College",2500,"Oklahoma","Private not-for-profit- 4-year or above","Town: Distant",1111,52,14,12900,25150,25150
"Oklahoma Wesleyan University",2500,"Oklahoma","Private not-for-profit- 4-year or above","Town: Distant",1178,58,48,20160,31286,31286
"Cameron University",8000,"Oklahoma","Public- 4-year or above","City: Small",6463,,18,4590,14140,20748
"East Central University",2500,"Oklahoma","Public- 4-year or above","Town: Remote",4851,92,34,4703,14693,21325
"Langston University",2500,"Oklahoma","Public- 4-year or above","Rural: Distant",2840,,13,4112,15494,21647
"Northwestern Oklahoma State University",2500,"Oklahoma","Public- 4-year or above","Town: Remote",2271,100,37,4968,13588,19323
"Oklahoma Christian University",2500,"Oklahoma","Private not-for-profit- 4-year or above","City: Large",2172,51,45,18456,29181,29181
"Oklahoma City University",2500,"Oklahoma","Private not-for-profit- 4-year or above","City: Large",3575,74,60,27500,42290,42290
"Oral Roberts University",2500,"Oklahoma","Private not-for-profit- 4-year or above","City: Large",3259,59,56,20756,32763,32763
"University of Science and Arts of Oklahoma",2500,"Oklahoma","Public- 4-year or above","Town: Distant",1032,27,39,3744,14212,19372
"Southeastern Oklahoma State University",2500,"Oklahoma","Public- 4-year or above","Town: Distant",4140,78,29,4904,14288,21501
"Southwestern Christian University",750,"Oklahoma","Private not-for-profit- 4-year or above","Suburb: Large",673,70,32,12350,23250,23250
"Southwestern Oklahoma State University",8000,"Oklahoma","Public- 4-year or above","Town: Remote",5263,92,37,4800,16368,22428
"University of Tulsa",2500,"Oklahoma","Private not-for-profit- 4-year or above","City: Large",4092,41,68,31551,46789,46789
"Eastern Oregon University",2500,"Oregon","Public- 4-year or above","Town: Remote",4298,74,32,7046,19655,19655
"Lewis & Clark College",2500,"Oregon","Private not-for-profit- 4-year or above","City: Large",3713,66,73,38500,51458,51458
"Mount Angel Seminary",750,"Oregon","Private not-for-profit- 4-year or above","Town: Distant",183,88,60,17927,31075,31075
"Multnomah University",750,"Oregon","Private not-for-profit- 4-year or above","City: Large",932,71,42,20240,32740,32740
"Oregon College of Art and Craft",750,"Oregon","Private not-for-profit- 4-year or above","Suburb: Large",151,88,38,24271,35484,35484
"Oregon State University",35000,"Oregon","Public- 4-year or above","City: Small",24962,81,61,7600,21475,35191
"University of Oregon",35000,"Oregon","Public- 4-year or above","City: Midsize",24396,79,66,8789,22052,40916
"Pacific Northwest College of Art",750,"Oregon","Private not-for-profit- 4-year or above","City: Large",596,52,42,30730,,
"University of Portland",2500,"Oregon","Private not-for-profit- 4-year or above","City: Large",3973,64,76,35740,50830,50830
"Southern Oregon University",8000,"Oregon","Public- 4-year or above","Suburb: Midsize",6744,59,33,6840,19668,32058
"Warner Pacific College",2500,"Oregon","Private not-for-profit- 4-year or above","City: Large",1679,61,56,18290,29694,29694
"Willamette University",2500,"Oregon","Private not-for-profit- 4-year or above","City: Midsize",2968,41,77,39012,50402,50402
"Western Oregon University",8000,"Oregon","Public- 4-year or above","Town: Fringe",6214,89,39,8076,20941,32851
"University of Western States",750,"Oregon","Private not-for-profit- 4-year or above","City: Large",531,,,8935,,
"Bryn Athyn College of the New Church",750,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",244,44,41,16074,26770,26770
"DeSales University",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",3171,73,69,29000,45262,45262
"The Art Institute of Philadelphia",2500,"Pennsylvania","Private for-profit- 4-year or above","City: Large",3258,47,38,18120,33768,33768
"Arcadia University",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",3932,54,62,34150,48290,48290
"Bucknell University",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Town: Distant",3635,28,91,43866,57140,57140
"Cabrini College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",3325,72,52,33176,49240,49240
"Carlow University",2500,"Pennsylvania","Private not-for-profit- 4-year or above","City: Large",2866,65,51,23504,35780,35780
"Carnegie Mellon University",15000,"Pennsylvania","Private not-for-profit- 4-year or above","City: Large",11531,30,87,44010,57520,57520
"Cedar Crest College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","City: Midsize",1620,62,50,30110,41764,41764
"Central Penn College",2500,"Pennsylvania","Private for-profit- 4-year or above","Suburb: Large",1462,43,46,14991,24961,24961
"Chestnut Hill College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","City: Large",2309,88,44,29200,41640,41640
"Curtis Institute of Music",750,"Pennsylvania","Private not-for-profit- 4-year or above","City: Large",165,,83,2300,19047,19047
"Delaware Valley College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",2253,74,55,30704,44146,44146
"Dickinson College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Town: Distant",2397,42,84,43060,56360,56360
"East Stroudsburg University of Pennsylvania",8000,"Pennsylvania","Public- 4-year or above","Town: Distant",7353,63,59,8351,21063,30601
"Eastern University",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",4464,74,66,25850,39180,39180
"Franklin and Marshall College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","City: Small",2363,45,85,42610,56580,56580
"Geneva College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",2001,79,68,23330,33940,33940
"Gettysburg College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Town: Distant",2494,40,85,42610,53790,53790
"Gratz College",750,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",794,,,16050,,
"Grove City College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Town: Distant",2461,76,82,13598,22858,22858
"Haverford College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",1198,25,93,42208,57712,57712
"Immaculata University",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",4306,78,55,28850,46030,46030
"Indiana University of Pennsylvania-Main Campus",15000,"Pennsylvania","Public- 4-year or above","Town: Distant",15340,60,52,8362,22383,32875
"Keystone College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",1752,91,44,19620,32520,32520
"King's College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","City: Small",2621,72,63,27680,41920,41920
"Kutztown University of Pennsylvania",15000,"Pennsylvania","Public- 4-year or above","Town: Fringe",10283,68,54,8359,20089,29627
"La Roche College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",1419,46,52,23160,35654,35654
"La Salle University",8000,"Pennsylvania","Private not-for-profit- 4-year or above","City: Large",6685,73,66,35240,47710,47710
"Lebanon Valley College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Small",2102,67,73,33200,45200,45200
"Lincoln University of Pennsylvania",2500,"Pennsylvania","Public- 4-year or above","Town: Fringe",2240,36,40,9062,22146,27112
"Lock Haven University",8000,"Pennsylvania","Public- 4-year or above","Town: Distant",5366,72,46,8239,19200,26738
"Mercyhurst College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","City: Midsize",4363,76,62,27657,41746,41746
"Messiah College",2500,"Pennsylvania","Private not-for-profit- 4-year or above","Suburb: Large",2976,64,74,28356,39986,39986
"Moore College of Art and Design",750,"Pennsylvania","Private not-for-profit- 4-year or above","City: Large",526,67,57,31478,47301,47301
"Moravian College and Moravian Theological Seminary",2500,"Pennsylvania","Private not-for-profit- 4-year or above","City: Small",2002,80,76,33446,45941,45941
"Pennsylvania State University-Penn State Erie-Behrend College",2500,"Pennsylvania","Public- 4-year or above","Rural: Fringe",4226,84,67,13636,28654,35426
"Pennsylvania State University-Penn State Shenango",750,"Pennsylvania","Public- 4-year or above","Suburb: Large",651,73,45,12994,,
"Pennsylvania State University-Penn State Wilkes-Barre",750,"Pennsylvania","Public- 4-year or above","Rural: Fringe",683,92,49,12994,,
"Pennsylvania State University-Penn State Worthington Scranton",2500,"Pennsylvania","Public- 4-year or above","Suburb: Large",1270,88,46,12966,,
"Pennsylvania State University-Penn State Altoona",2500,"Pennsylvania","Public- 4-year or above","City: Small",4105,77,64,13636,28654,35426
"Pennsylvania State University-Penn State Beaver",750,"Pennsylvania","Public- 4-year or above","Suburb: Large",870,92,43,13102,28120,34560
